INFO:2023-10-10 13:47:04,087:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:50,887:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:50,894:Category 'Produktdokumentation'. Translate Article markdown from 'en' to 'de'
INFO:2023-10-10 13:47:50,896:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:51,794:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:51,814:Category 'Produktmanagement'. Translate Article markdown from 'en' to 'de'
INFO:2023-10-10 13:47:51,815:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:54,917:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:54,920:Category 'Bewährte Praktiken'. Translate Article markdown from 'en' to 'de'
INFO:2023-10-10 13:47:54,920:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:55,640:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:55,642:Category 'Technisches Schreiben'. Translate Article markdown from 'en' to 'de'
INFO:2023-10-10 13:47:55,643:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:56,348:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:56,351:Category 'Tutorials zur Produktdokumentation'. Translate Article markdown from 'en' to 'de'
INFO:2023-10-10 13:47:56,357:Article from cache '5 ITglue-Alternativen: Erschwingliche und leistungsstarke IT-Dokumentation für 2023'
INFO:2023-10-10 13:47:56,359:Article from cache '15 bewährte Praktiken bei der Einführung einer neuen Produktdokumentation'
INFO:2023-10-10 13:47:56,360:Article from cache 'Welchen Dokumentationsstil sollten Produktmanager verwenden, um die richtige Botschaft zu vermitteln?'
INFO:2023-10-10 13:47:56,362:Article from cache 'Eine wichtige Dokumentation, die Produktmanager unbedingt haben müssen!'
INFO:2023-10-10 13:47:56,363:Article from cache 'Ein Produkt-One-Pager-Dokument, das tatsächlich gelesen wird: Eine Schritt-für-Schritt-Anleitung'
INFO:2023-10-10 13:47:56,365:Article from cache '10 wichtige Dokumente, die von Produktmanagern angepasst werden müssen'
INFO:2023-10-10 13:47:56,366:Article from cache 'Docsie.io wird von Capterra als aufstrebender Favorit bezeichnet'
INFO:2023-10-10 13:47:56,368:Article from cache 'Dokumentation der Produktanforderungen für Produktmanager'
INFO:2023-10-10 13:47:56,369:Article from cache 'Warum ist es für Produktmanager von entscheidender Bedeutung, die Kundenbedürfnisse mit einer kundenorientierten Produktstrategie zu priorisieren?'
INFO:2023-10-10 13:47:56,370:Article from cache 'Warum braucht ein guter Produktmanager eine einwandfreie Dokumentation?'
INFO:2023-10-10 13:47:56,371:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:57,162:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:57,165:Article 'Einrichtung eines effektiven internen Wikis für Ihr Unternehmen'. Translate Article title from 'en' to 'de'
INFO:2023-10-10 13:47:57,165:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:57,855:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:47:57,858:Article 'Einrichtung eines effektiven internen Wikis für Ihr Unternehmen'. Translate Article summary from 'en' to 'de'
INFO:2023-10-10 13:47:57,859:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:01,235:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:01,240:Article 'Einrichtung eines effektiven internen Wikis für Ihr Unternehmen'. Translate Article markdown from 'en' to 'de'
INFO:2023-10-10 13:48:01,240:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:02,678:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:02,681:Category 'Dokumentationsportale'. Translate Article markdown from 'en' to 'de'
INFO:2023-10-10 13:48:02,682:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:03,455:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:03,460:Category 'Technisches Schreiben'. Translate Article markdown from 'en' to 'de'
INFO:2023-10-10 13:48:03,461:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:06,523:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:06,526:Category 'Tutorials zur Produktdokumentation'. Translate Article markdown from 'en' to 'de'
INFO:2023-10-10 13:48:06,526:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:07,978:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:07,981:Category 'Interne Dokumentation'. Translate Article markdown from 'en' to 'de'
INFO:2023-10-10 13:48:07,986:Article from cache 'Kunden beeindrucken: 10 erstaunliche Beispiele für Produktdokumentation'
INFO:2023-10-10 13:48:07,989:Article from cache '5 Schritte zur Entwicklung einer außergewöhnlichen Kundenerfahrung'
INFO:2023-10-10 13:48:07,990:Article from cache 'Was sind die 9 besten Document360-Alternativen?'
INFO:2023-10-10 13:48:07,992:Article from cache 'Wie schreibt man eine hervorragende technische Dokumentation?'
INFO:2023-10-10 13:48:07,994:Article from cache 'Die 10 wichtigsten von Produktmanagern verwendeten Tools'
INFO:2023-10-10 13:48:07,996:Article from cache '9 Alternativen zu Gitbook'
INFO:2023-10-10 13:48:07,998:Article from cache 'Möchten Sie informative Benutzerhandbücher erstellen? Unsere 10 Top-Tipps können helfen!'
INFO:2023-10-10 13:48:07,999:Article from cache 'Die 13 wichtigsten Plattformen zur Erstellung von Online-Dokumentation'
INFO:2023-10-10 13:48:08,001:Article from cache 'Wie erstellt man Spezifikationen für die Produktdokumentation?'
INFO:2023-10-10 13:48:08,002:Article from cache 'Integrieren Sie 11 leistungsstarke Tools für eine erstklassige Produktdokumentation'
INFO:2023-10-10 13:48:08,004:Article from cache 'Wie man eine ansprechende Produktdokumentation erstellt'
INFO:2023-10-10 13:48:08,006:Article from cache 'Zusammenarbeit bei der Erstellung einer gut ausgearbeiteten Produktdokumentation'
INFO:2023-10-10 13:48:08,007:Article from cache 'Alles, was Sie über das Übersetzen technischer Handbücher wissen müssen, in 3 einfachen Schritten!'
INFO:2023-10-10 13:48:08,009:Article from cache 'Gewährleistung der Sicherheit mit neuer Produktdokumentation'
INFO:2023-10-10 13:48:08,010:Article from cache '7 goldene Regeln für den erfolgreichen Umgang mit Kundenfeedback'
INFO:2023-10-10 13:48:08,011:Article from cache 'So passen Sie Ihr Docsie-Portal an, indem Sie Ihren eingebetteten Docsie-Code in Visual Studio Code einfügen'
INFO:2023-10-10 13:48:08,012:Article from cache 'Erstellen Sie jetzt eine Produktdokumentation für einen kundenzentrierten Wettbewerbsvorteil'
INFO:2023-10-10 13:48:08,013:Article from cache 'Verwirrt über Produkt- und Softwaredokumentation? Keine Sorge, sie sind ein und dasselbe!'
INFO:2023-10-10 13:48:08,014:Article from cache 'Veröffentlichung der Produktdokumentation mit Docsie'
INFO:2023-10-10 13:48:08,015:Article from cache 'Der ultimative Leitfaden für ein Schulungshandbuch im Jahr 2023'
INFO:2023-10-10 13:48:08,016:Article from cache 'Erstellen Sie eine Wissensdatenbank, die tatsächlich für Ihr Unternehmen und Ihre Kunden arbeitet'
INFO:2023-10-10 13:48:08,017:Article from cache 'Digitale Dokumentation: Bewährte Praktiken zum Informieren und Inspirieren'
INFO:2023-10-10 13:48:08,018:Article from cache 'Wie man ein Benutzerhandbuch im Jahr 2023 erstellt'
INFO:2023-10-10 13:48:08,019:Article from cache 'Wie man mit organisierter und automatisierter Produktdokumentation gewinnt'
INFO:2023-10-10 13:48:08,020:Article from cache 'WordPress für die Dokumentation mit Docsie'
INFO:2023-10-10 13:48:08,021:Article from cache '5 Hauptvorteile der Verwendung einer Dokumentationsplattform für die Pflege der Softwaredokumentation in Ihrem Unternehmen'
INFO:2023-10-10 13:48:08,681:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:09,419:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:09,422:Article 'Cómo Docsie LLM agiliza la gestión de datos sanitarios'. Translate Article title from 'en' to 'es'
INFO:2023-10-10 13:48:09,422:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:10,309:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:10,311:Article 'Cómo Docsie LLM agiliza la gestión de datos sanitarios'. Translate Article summary from 'en' to 'es'
INFO:2023-10-10 13:48:10,311:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:14,810:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:14,813:Article 'Cómo Docsie LLM agiliza la gestión de datos sanitarios'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:14,813:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:15,517:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:15,519:Category 'AI'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:15,519:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:16,207:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:16,210:Category 'LLM'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:16,210:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:16,976:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:16,978:Category 'Blog de la marca'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:16,981:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:17,822:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:17,825:Article 'Programa de recompensas por insectos de Docsie'. Translate Article title from 'en' to 'es'
INFO:2023-10-10 13:48:17,825:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:18,811:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:18,814:Article 'Programa de recompensas por insectos de Docsie'. Translate Article summary from 'en' to 'es'
INFO:2023-10-10 13:48:18,815:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:20,285:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:20,288:Article 'Programa de recompensas por insectos de Docsie'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:20,288:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:23,275:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:23,279:Category 'Redacción técnica'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:23,280:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:25,044:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:25,046:Category 'Programa de recompensas por fallos'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:25,049:Article from cache 'LLM de Docsie: Revolucionar la gestión del conocimiento de la IA para el servicio al cliente minorista'
INFO:2023-10-10 13:48:25,051:Article from cache 'Bases de conocimiento personalizadas: Ventajas e inconvenientes'
INFO:2023-10-10 13:48:25,054:Article from cache 'Optimización de su API: Buenas prácticas para la documentación'
INFO:2023-10-10 13:48:25,056:Article from cache 'Cómo redactar instrucciones de uso claras y concisas'
INFO:2023-10-10 13:48:25,058:Article from cache 'Creación de PNT eficaces: Directrices, ejemplos y plantillas'
INFO:2023-10-10 13:48:25,060:Article from cache '¿Qué es la documentación de procesos y por qué es importante?'
INFO:2023-10-10 13:48:25,061:Article from cache '10 factores clave que hay que tener en cuenta al crear ayuda contextual y orientación en la aplicación'
INFO:2023-10-10 13:48:25,063:Article from cache '12 increíbles plugins para Gatsby.js para 2024'
INFO:2023-10-10 13:48:25,064:Article from cache 'Aprovechamiento de la IA en la traducción de manuales técnicos: Soluciones rentables para la era moderna'
INFO:2023-10-10 13:48:25,065:Article from cache '  5 razones de peso para elegir Docsie como herramienta de creación de ayuda'
INFO:2023-10-10 13:48:25,066:Article from cache 'Ventajas de una base de conocimientos en la industria manufacturera'
INFO:2023-10-10 13:48:25,067:Article from cache 'Importancia de la base de conocimientos en el sector FinTech'
INFO:2023-10-10 13:48:25,069:Article from cache 'Optimice su portal Docsie para SEO'
INFO:2023-10-10 13:48:25,070:Article from cache 'Documentación de incorporación de clientes con ejemplos reales - Mejores prácticas en 2023'
INFO:2023-10-10 13:48:25,071:Article from cache '¿Qué son los Webhooks y cómo los utiliza Docsie en su beneficio?'
INFO:2023-10-10 13:48:25,072:Article from cache 'Precios Archbee vs Precios Slab vs Precios Docsie: Una comparación exhaustiva'
INFO:2023-10-10 13:48:25,074:Article from cache 'Document360, Gitbook y Docsie: Análisis de precios y características de las plataformas de documentación'
INFO:2023-10-10 13:48:25,075:Article from cache 'Coda vs. Notion vs. Docsie - Una profunda comparación de características'
INFO:2023-10-10 13:48:25,076:Article from cache '12 asombrosos consejos para elaborar una guía técnica que atraiga a los lectores'
INFO:2023-10-10 13:48:25,077:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:27,867:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:27,870:Article 'Cómo ganar con una documentación de producto organizada y automatizada'. Translate Article title from 'en' to 'es'
INFO:2023-10-10 13:48:27,871:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:29,329:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:29,332:Article 'Cómo ganar con una documentación de producto organizada y automatizada'. Translate Article summary from 'en' to 'es'
INFO:2023-10-10 13:48:29,333:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:31,866:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:31,870:Article 'Cómo ganar con una documentación de producto organizada y automatizada'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:31,870:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:32,603:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:32,606:Category 'Documentación del producto'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:32,607:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:33,527:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:33,529:Category 'Gestión de productos'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:33,530:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:34,259:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:34,262:Category 'Portales de documentación'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:34,263:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:35,808:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:35,812:Category 'Buenas prácticas'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:35,813:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:39,201:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:39,204:Category 'Redacción técnica'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:39,205:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:46,316:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:46,320:Category 'Tutoriales de documentación de productos'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:46,323:Article from cache 'Las 15 mejores prácticas para la documentación de lanzamiento de productos'
INFO:2023-10-10 13:48:46,325:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:47,225:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:47,229:Article '15 buenas prácticas para la documentación de nuevos productos'. Translate Article title from 'en' to 'es'
INFO:2023-10-10 13:48:47,230:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:49,348:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:49,351:Article '15 buenas prácticas para la documentación de nuevos productos'. Translate Article summary from 'en' to 'es'
INFO:2023-10-10 13:48:49,352:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:53,542:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:53,543:Article '15 buenas prácticas para la documentación de nuevos productos'. Translate Article markdown from 'en' to 'es'
INFO:2023-10-10 13:48:53,543:Request to DeepL API method=POST url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:54,292:DeepL API response status_code=200 url=https://api.deepl.com/v2/translate
INFO:2023-10-10 13:48:54,302:Category 'Documentación del producto'. Translate Article markdown from 'en' to 'es'
